skill,course_count,example_courses
proactive mindset fostering,1,Team Dynamics
proactivity,1,Proactivity
proactivity fast,1,Proactivity
proactivity fast change,1,Proactivity
proactivity personal,1,Proactivity
proactivity personal development,1,Proactivity
problem solver,1,Customer Magnet
problems able think,1,Logical Thinking
problems collaboration adaptive,1,Flexibility and Adaptability
problems customer,1,Customer Service Over The Phone
problems customer service,1,Customer Service Over The Phone
problems systematically,1,Analytical skills
procedural landscapes,1,Office Filling
process,1,Art of Coaching
process design,1,Operations Management for Startups
process designed equip,1,Visual Basic Modeling Process
process know,1,Sell with Stories
process product could,1,Spin Selling
processes revit,1,Revit 2020 Create Walls of Armor
processing,1,Natural Learning Processing (NLP)
processing nlp,1,Natural Learning Processing (NLP)
procurement,1,Procurement and Supplier Management
procurement improve,1,Procurement and Supplier Management
procurement supplier,1,Procurement and Supplier Management
produce professional-grade,1,Adobe InDesign Advanced Techniques
producing part,1,Presentation Skills Basics
product,1,Market Research
product still,1,Learn and Master Sales
productive health,1,Work life Balance
productive health wellness,1,Work life Balance
productive team,1,Basic Teamwork and Collaboration
productivity,1,Advanced Excel
productivity equipped,1,Getting Started with Word 2019
productivity increases,1,Work life Balance
productivity reduce,1,Effective Time Management
productivity well-being personal,1,Developing Empathy
products,1,Digital Marketing Introduction
products websites,1,Digital Marketing Introduction
products websites could,1,Digital Marketing Introduction
professional behavior,1,Business Ethics and Etiquette
professional documents,1,Getting Started with Word 2019
professional excellence,1,Emotional Intelligence
professional goals,1,Business Acumen
professional help,1,Accountability
professional life skill,1,Team Work
professional looking,1,PowerPoint Professional Looking Presentation
professional looking presentation,1,PowerPoint Professional Looking Presentation
professional personal,1,Work life Balance
professional presentation using,1,PowerPoint Professional Looking Presentation
professional world,1,Basic Teamwork and Collaboration
professionalism have,1,Business Email Writing
professionalism work,1,Excel Essential Training
professionally edit photos,1,Photoshop Tools and Layers
professionals across all,1,Introduction to Digital Transformation
professionals developers,1,Cloud Computing Fundamentals & Practices
professionals recruiters,1,Introduction to talent acquisition
professionals understand,1,leadership and influence
proficiency data security,1,Visual Basic Database Concepts
proficiency empowering,1,Adobe InDesign Advanced Techniques
proficiency human,1,Performance Management
proficiency navigate,1,Start with 3D Max
proficiency seasoned,1,Getting Started with Word 2019
proficiency software geared,1,Revit 2020Get Started
proficiency tasks installing,1,Unity Basics
proficient edge,1,Access the Worlds Windows Microsoft Edge
proficient modeling,1,Start with 3D Max
profit,1,Basics of business finance
profitability opportunities,1,Workplace Diversity
profits even,1,Sustainability in Corporates
program inserting,1,C 2019 Essentials
programmer seeking,1,C 2019 ObjectOriented Programming
programming data,1,Visual Basic Database Concepts
programming files,1,Visual Basic Advanced Custom Controls
programming journey,1,Visual Basic Modeling Process
programming journey programming,1,Visual Basic Modeling Process
programming languages,1,C 2019 ASPNet
programs,1,Get Closer to your Windows 10 Computer
progress apply,1,Access 2019 Essentials
progress fundamental,1,Neural networks
progress mastering,1,After Effects 2019 Essentials
progression,1,Enhancing Resilience
progression topics,1,Enhancing Resilience
progressive structure allows,1,How to manage your managers
project before deadline,1,Time Management
project creation,1,Revit 2020 Become a BIM Artist
project management,1,Project Management Fundamentals
project material,1,03 D Max Master Creating your Own Project Material
project material offers,1,03 D Max Start Creating your Own Project Material
project materials,1,03 D Max Master Creating your Own Project Material
project sites,1,Revit 2020Lasting Buildings
projects bring,1,03 D Max Start Creating your Own Project Material
projects conclusion,1,03 D Max Master Creating your Own Project Material
projects customise,1,Android Studio 2017 Essentials
projects ease,1,Visual Basic Database Concepts
projects empower,1,Lets Practice 3D Max
projects have,1,Managing key stakeholders
projects life,1,Master The Animation in 3D Max
projects life stunning,1,Master The Animation in 3D Max
projects professional,1,03 D Max Become an Expert in the Final Touches
prominent choice wordpress,1,WordPress Your First Steps to Be a FullStack Developer
prompt,1,The Art and Science of Prompt Engineering
prompt engineering,1,The Art and Science of Prompt Engineering
prompting,1,The Art and Science of Prompt Engineering
proofing,1,Getting Started with Word 2019
properties,1,Revit 2020Simple Steps to Create Splendid Stairs
properties create intricate,1,Be an Autocad Artist Autocad Drawing 1
prospecting,1,Sales Prospects
prospects,1,Sales Prospects
prosperity imperatives responsible,1,Sustainable Development Goals
protect ourselves,1,Sustainability Principles and Sustainability in Business
protect yourself,1,Fraud Forgery
protection mechanisms,1,Hacking Create your Own Keylogger
proud,1,Success Recipe to Become a Star
proud life,1,Success Recipe to Become a Star
prove respected,1,Building First Impression
prove respected organized,1,Building First Impression
provide exit,1,Exit Strategies and Business Valuation
provide sense,1,Setting SMART Objectives and Planning
provide support,1,Developing Empathy
provides business,1,Business Ethics and Etiquette
provides exploration,1,Digital Transformation in Supply Chain
provides exploration role,1,Digital Transformation in Supply Chain
provides foundation forces,1,Human Development and Behavior
provides foundational adobe,1,After Effects 2019 Essentials
provides foundational principles,1,Introduction to Sustainability
provides fundamental,1,Cybersecurity Essentials
provides guide,1,Experiencing Hajj
provides in-depth fundamental,1,Basics of Scrum and Kanban
provides strategies,1,How to manage your managers
provides structured digital,1,Introduction to Digital Transformation
provides tools,1,Work life Balance
provides valuable,1,Project Management Fundamentals
prowess enroll now,1,Hacking Create your Own Keylogger
prowess foundational,1,CSS Basics
psychological concepts,1,Introduction to Psychology
psychological issues,1,Sexual Harassment in Workplace
psychology selling,1,The psychology of selling
psychology selling nothing,1,The psychology of selling
psychosocial theory,1,Human Development and Behavior
public,1,Presentation Skills And Public Speaking
public awareness..like,1,Sexual Harassment in Workplace
public speaking,1,Presentation Skills And Public Speaking
public speaking skills,1,Presentation Skills And Public Speaking
publications join,1,Adobe InDesign Advanced Techniques
publish,1,Publish your First Android Studio Project
publish first,1,Publish your First Android Studio Project
publish first android,1,Publish your First Android Studio Project
publishing,1,Publish your First Android Studio Project
purpose well-argued,1,Business Writing
purpose well-argued conform,1,Business Writing
pushed,1,Customer Centricity
pushed forward,1,Customer Centricity
python programming,1,Python Basics 2020
python syntax,1,Python Basics 2020
python web,1,Python Web Programming
qualifications best,1,Building First Impression
qualifications best leader,1,Building First Impression
qualifications specifications,1,Customer Service Basics
qualifications specifications related,1,Customer Service Basics
quality assurance,1,Operations Management for Startups
quality life,1,Risk and Crisis Management Environmental Awareness
quality life help,1,Risk and Crisis Management Environmental Awareness
quantitative methods,1,Data-Drive Decision Making
quarter-life crisis twentysomething,1,The Twenties Journey
queries,1,MySQL Kick Start Your Career in Databases
query,1,MySQL Advances
quick-start,1,Adobe Illustrator Essentials
quick-start example,1,Adobe Illustrator Essentials
quick-start example what,1,Adobe Illustrator Essentials
quickly,1,Serving Customers using Social Media
rag,1,The Art and Science of Prompt Engineering
railing,1,Revit 2020Simple Steps to Create Splendid Stairs
raise,1,Sexual Harassment in Workplace
raise controversy,1,Sexual Harassment in Workplace
random,1,Fraud Forgery
random people,1,Fraud Forgery
range drawing,1,Be an Autocad Artist Autocad Drawing 1
range operations,1,Hacking Basics of Computer Programming
rapport boss,1,How to Manage Your Manager
rapport customer,1,Sell with Stories
rcsa methodology,1,Operational Risk
re aiming,1,Business Acumen
re embarking,1,How companies operate
re equipped,1,Revit 2020Get Started
re looking refine,1,PowerPoint Beginnings
reading,1,Speed Reading
ready,1,Introduction to Visual Basic
real,1,The Art of Happiness
reason,1,Stress Management (AR)
reason behind,1,Stress Management (AR)
recruitment,1,Introduction to talent acquisition
recycle,1,Introduction To Waste Management In Egypt
regular,1,JavaScript Regular Expressions and Drawing
regular expressions,1,JavaScript Regular Expressions and Drawing
related,1,Customer Service Basics
relationship,1,Art of Coaching
relationships,1,Building business relationships
remote teams,1,Managing Remote Teams
remotely,1,Working Remotely
render,1,Revit 2020 Rendering Show off your Fabulous work
rendering,1,Revit 2020 Rendering Show off your Fabulous work
renewable,1,Fundamentals of renewable energy
renewable energy,1,Fundamentals of renewable energy
renewable energy systems,1,Fundamentals of renewable energy
required,1,Interviewing Skills
research,1,Market Research
reshaping,1,03 D Max Master Creating your Own Project Material
resilience,1,Enhancing Resilience
respect,1,Improve your listening skills
respond,1,Improve your listening skills
responsibilities,1,Employees Rights and Responsibilities
responsibility csr principles,1,Corporate Social Responsibility (CSR) Principles
resume,1,Attention To Details
revit rendering,1,Revit 2020 Rendering Show off your Fabulous work
right,1,AllStar Customer Service Team Leadership
rights,1,Employees Rights and Responsibilities
rights responsibilities,1,Employees Rights and Responsibilities
risk management internal,1,Risk Management and internal controls
risk management supply,1,Risk Management in Supply Chain
salespeople,1,The psychology of selling
salesperson,1,The psychology of selling
save,1,Sustainability Principles and Sustainability in Business
scrum,1,Basics of Scrum and Kanban
scrum kanban,1,Basics of Scrum and Kanban
seamless,1,Introduction to Networks 1
search,1,WordPress Earn from What you Learn
search engine,1,WordPress Earn from What you Learn
seasoned,1,Adobe Animate CC 2019 for Beginners
sector,1,Sustainability in Banking Sector
self-awareness,1,Self Awareness
self-hosted,1,Build a Stronger WordPress Website
senior,1,Transition to Senior Management
sensor,1,Support Your Android Sensors
sensors,1,Support Your Android Sensors
service career,1,Customer Service Career
session,1,PHP 2020 OOP
short,1,Growth Hacking
show,1,Improve your listening skills
simply,1,Leadership Skills
sites,1,Revit 2020Lasting Buildings
skills needed apply,1,Basics of Logistics and Transportation
skills public,1,Presentation Skills And Public Speaking
skills public speaking,1,Presentation Skills And Public Speaking
slides,1,PowerPoint Beginnings
smart,1,Setting SMART Objectives and Planning
social media marketing,1,Social Media Marketing Basics
social psychology,1,Social Psychology Fundamentals
social responsibility,1,Corporate Social Responsibility (CSR) Principles
soft,1,Improve your listening skills
soft skills,1,Improve your listening skills
solutions,1,C 2019 ObjectOriented Programming
some,1,The Psychology of Internet Addiction
speaking,1,Presentation Skills And Public Speaking
speaking skills,1,Presentation Skills And Public Speaking
speed,1,Speed Reading
spin,1,Spin Selling
spin selling,1,Spin Selling
spreadsheet,1,Excel Formulas and Functions
spreadsheet management,1,Excel Formulas and Functions
stair,1,Revit 2020Simple Steps to Create Splendid Stairs
stair modeling,1,Revit 2020Simple Steps to Create Splendid Stairs
stairs,1,Revit 2020Simple Steps to Create Splendid Stairs
stakeholders,1,Managing key stakeholders
start career databases,1,MySQL Kick Start Your Career in Databases
start out,1,Lateral Thinking
startup,1,Corporate Governance for Startups
startups,1,Corporate Governance for Startups
statements bookkeeping concepts,1,Introduction to Accounting
step,1,How to manage your managers
stored,1,Be a MYSQL Hero
stored procedures,1,Be a MYSQL Hero
stories,1,Sell with Stories
story,1,Sell with Stories
strategic negotiation,1,Advanced Strategic Negotiation Skills
strategic negotiation skills,1,Advanced Strategic Negotiation Skills
strategies business,1,Exit Strategies and Business Valuation
strategies business valuation,1,Exit Strategies and Business Valuation
streams,1,Python Oriented Programming OOP
strong,1,Sell Yourself and Idea Personal Branding
structural,1,Revit 2020Lasting Buildings
structural elements,1,Revit 2020Lasting Buildings
structures,1,03 D Max Master Creating your Own Project Material
studio project,1,Publish your First Android Studio Project
subqueries,1,MySQL Advances
success all,1,Shifting Focus from Team Member to Team Leader
success all growing,1,Shifting Focus from Team Member to Team Leader
successfully,1,Working Remotely
supplier,1,Procurement and Supplier Management
supplier management,1,Procurement and Supplier Management
supply chain analytics,1,Supply Chain Analytics
supply chain management,1,Introduction to Supply Chain Management
supply chain sustainability,1,Supply Chain Sustainability and CSR
support,1,Serving Customers using Social Media
support android,1,Support Your Android Sensors
support android sensors,1,Support Your Android Sensors
support team,1,AllStar Customer Service Team Leadership
supportive,1,Developing Empathy
sustainable development,1,Sustainable Development Goals
sustainable development goals,1,Sustainable Development Goals
switch,1,Hacking Start your White Hat Path
switch cases,1,Hacking Start your White Hat Path
systems,1,Fundamentals of renewable energy
tags,1,Revit 2020 Intelligible Projects
take,1,Leading at the Speed of Trust
talent,1,Introduction to talent acquisition
talent acquisition,1,Introduction to talent acquisition
talents,1,Kick Start Your Career
taskbar,1,Get Closer to your Windows 10 Computer
tasks,1,Increasing Productivity and Time Management
team dynamics,1,Team Dynamics
team members,1,Giving Constructive Feedback
teamwork,1,Basic Teamwork and Collaboration
teamwork collaboration,1,Basic Teamwork and Collaboration
text formatting graphic,1,Adobe InDesign Essentials
than,1,How to Manage Your Manager
than seconds,1,Speed Reading
than seconds really,1,Speed Reading
them also,1,Android Studio 2017 Essentials
them architect robust,1,Advanced JavaScript
them come relatively,1,Business Ethics
them detection,1,Hacking Create your Own Keylogger
them enhance,1,Cross-cultural communication
them exciting,1,Presentation Skills for Managers
them fear,1,Detecting Forgery and Counterfeiting
them finally apply,1,Risk and Crisis Management Environmental Awareness
them importance,1,Overview of hygiene principles
them necessary,1,Hacking Basics of Computer Programming
them personality,1,Master The Animation in 3D Max
them presets,1,After Effects 2019 Effects Presets
them real-world contexts,1,Cloud Computing Fundamentals & Practices
them real-world scenarios,1,Enhancing Resilience
them skills don,1,Kick Start Your Career
themselves functionalities,1,Revit 2020Get Started
themselves fundamental,1,Hacking Basics of Computer Programming
theoretical foundation,1,Digital Transfomation Frameworks
theoretical frameworks,1,Introduction to Digital Transformation
theoretical frameworks current,1,Introduction to Digital Transformation
theories,1,Introduction to Psychology
theories real-world,1,Introduction to Psychology
there,1,Growth Hacking
therefore ability find,1,Business Ethics
thing customer service,1,Customer Service First Call Resolution
things done,1,Increasing Productivity and Time Management
think creatively,1,Creativity and Innovation
think creatively outside,1,Creativity and Innovation
think critically,1,AI in Everyday life
think easy,1,Code of Ethics and Corporate Governance
think logically wear,1,Logical Thinking
think time start,1,How To Pass An Interview
thinking application,1,Introduction to Sustainability
thinking concerned,1,Lateral Thinking
thinking leading solving,1,Logical Thinking
thinking methodologies,1,Analytical skills
thinking wearing,1,Logical Thinking
thinking wearing six,1,Logical Thinking
thorough principles,1,Introduction to Corporate Governance
thoroughly extensive,1,Start with 3D Max
threat planet,1,Sustainability Principles and Sustainability in Business
threats,1,Cybersecurity Essentials
three dimensions,1,Autocad 3D Be the Embodied Hero
throughout identify,1,Business Acumen
ticket unlocking,1,Introduction to Visual Basic
time addition,1,Personal Effectiveness
time addition good,1,Personal Effectiveness
time blocking,1,Effective Time Management
time burning out,1,Effective Time Management
time customers,1,Face to Face Customer Service
time get,1,Increasing Productivity and Time Management
today,1,Sell Yourself and Idea Personal Branding
tool,1,Adobe InDesign Essentials
tools introduces,1,Hacking White Hat Tools
tools layers able,1,Photoshop Tools and Layers
tools like,1,Be an Autocad Artist Autocad Drawing 2
tools navigate,1,Risk Management
tools proven,1,Effective Time Management
tools settings,1,Digital Marketing Youtube
tools settings marketing,1,Digital Marketing Youtube
tools step,1,HTML Web Design Tools
tools step exciting,1,HTML Web Design Tools
tools used,1,Basics of Scrum and Kanban
tools welcome,1,Advanced Photoshop Shapes and Tools
top workplace,1,Emotional Intelligence
topic looking,1,AI in Everyday life
topics,1,Advanced JavaScript
topics cognition,1,Introduction to Psychology
topics cybersecurity,1,Cybersecurity Essentials
topics include,1,Supply Chain Analytics
topics including,1,Advanced PHP 2020
topics insight,1,Enhancing Resilience
towards,1,Lead Your Company to Winning
track,1,Employees Rights and Responsibilities
tracking,1,After Effects 2019 Advanced Techniques
transforming,1,Advanced Excel
transition,1,Transition to Senior Management
true,1,Healthy Living
trust,1,Leading at the Speed of Trust
ultimately,1,Critical Thinking
uncertainty,1,Risk Management
understand,1,Transition to Senior Management
unleashing,1,Lets Practice 3D Max
upon,1,Managing customer expectations
upset,1,Working With Upset Customers
upset customers,1,Working With Upset Customers
us,1,Building business relationships
using python,1,Python Database
utilising,1,Be an Autocad Artist Autocad Drawing 1
valuation,1,Exit Strategies and Business Valuation
video,1,Adobe Primere The Utimate Guide
view,1,Practice Android Studio 2017
visibility,1,WordPress Earn from What you Learn
visual effects,1,After Effects 2019 Advanced Techniques
visual web,1,Visual Basic Advanced Custom Controls
visual web programming,1,Visual Basic Advanced Custom Controls
wall,1,Revit 2020 Create Walls of Armor
walls,1,Revit 2020 Create Walls of Armor
was,1,Customer Service Career
waste,1,Introduction To Waste Management In Egypt
waste not,1,Introduction To Waste Management In Egypt
watch,1,Speed Reading
web applications,1,Python Web Programming
web design programming,1,C 2019 ASPNet
web developer,1,HTML Essentials
websites,1,Python Web Programming
well-being,1,Introduction to Mental health
wellness,1,Anger and Stress
were,1,Employees Rights and Responsibilities
when,1,Dealing with Criticism
whether re,1,Advanced Excel
which,1,Sustainability in Banking Sector
which doubt,1,The Twenties Journey
which help,1,Fraud Forgery
which serve holistic,1,Sustainable Development Goals
while,1,Hacking Start your White Hat Path
while also,1,Python Oriented Programming OOP
while developing,1,Introduction to Sustainability
while loops,1,Hacking Start your White Hat Path
whole,1,Improve your listening skills
windows security,1,Make a Deep Friendship with your Windows 10 Computer
winning,1,Lead Your Company to Winning
within,1,Project Management Fundamentals
wordpress plugins,1,WordPress Plugins
wordpress website,1,Build a Stronger WordPress Website
wordpress.com,1,Build a Stronger WordPress Website
work environment,1,Employees Rights and Responsibilities
work marketing,1,Digital Marketing Introduction
work marketing skills,1,Digital Marketing Introduction
work one,1,Team Work
work one factors,1,Team Work
work outside,1,Working Remotely
work teach,1,Developing Civility at Work
work teach adapt,1,Developing Civility at Work
work towards,1,Advanced Interpersonal Skills
work-related stakeholders,1,How to Manage Your Manager
workbench,1,MySQL Kick Start Your Career in Databases
worker,1,Working Remotely
workers,1,Flexibility and Adaptability
workers adaptive,1,Flexibility and Adaptability
workers workplace,1,Workplace Diversity
workflows additionally,1,Be an Autocad Artist Autocad Drawing 1
working across multiple,1,Excel Essential Training
working confidently,1,Revit 2020 Become a BIM Artist
working databases,1,Visual Basic Database Concepts
working onsite remotely,1,Basic Teamwork and Collaboration
working remotely,1,Working Remotely
working ui,1,C 2019 Essentials
workplace collaboration trust,1,Business Ethics and Etiquette
workplace conclusion,1,Business Acumen
workplace discuss,1,Flexibility and Adaptability
workplace diversity,1,Workplace Diversity
workplace hygiene,1,Designing workplace hygiene policies
workplace hygiene policies,1,Designing workplace hygiene policies
workplace lead,1,Developing Civility at Work
workplace lead civility,1,Developing Civility at Work
workplace light progress,1,Sexual Harassment in Workplace
workplace processes,1,Managing Change
workplace want know,1,Increasing Productivity and Time Management
world ability,1,Basic Teamwork and Collaboration
world animate cc,1,How to Start your Advanced Level in Animate 2019
world computer-aided,1,Introduction to AutoCAD
world computer-aided design,1,Introduction to AutoCAD
world define,1,Cross-cultural communication
world define key,1,Cross-cultural communication
world internet,1,IoT and Big Data
world microsoft,1,Master Access 2019 Advanced
world new,1,Introduction To Waste Management In Egypt
world producing,1,Presentation Skills Basics
world producing part,1,Presentation Skills Basics
world resilience,1,Enhancing Resilience
world resilience crucial,1,Enhancing Resilience
world role,1,AI in Everyday life
world role general,1,AI in Everyday life
world rules,1,How to make it in the corporate world
world should,1,How to make it in the corporate world
world success,1,How to make it in the corporate world
world want,1,Presentation Skills Basics
world whatever,1,Social Media for Job Prospecting
world wordpress,1,WordPress Plugins
world work human,1,Workplace Diversity
worlds possess,1,Essential Unity Controls 1
worlds windows,1,Access the Worlds Windows Microsoft Edge
worries,1,Kick Start Your Career
worries got,1,Kick Start Your Career
worries got covered,1,Kick Start Your Career
would feel,1,Success Recipe to Become a Star
write professional,1,Business Email Writing
writing business,1,Business Writing
writing designed people,1,Business Writing
written communication,1,Business Writing
written communication aims,1,Business Writing
xml json,1,JavaScript Regular Expressions and Drawing
xml parsing,1,PHP 2020 Database
year,1,Leading at the Speed of Trust
years due,1,Fraud Forgery
yields,1,Team Dynamics
yourself accountable,1,Accountability
yourself accountable ethics,1,Accountability
yourself autocad,1,Introduction to AutoCAD
yourself autocad functionalities,1,Introduction to AutoCAD
yourself eyes,1,Self Awareness
yourself personal,1,Emotion Management
yourself personal development,1,Emotion Management
yourself professional,1,How To Pass An Interview
yourself proud,1,Success Recipe to Become a Star
yourself supervisor,1,Lead Yourself
yourself supervisor achieve,1,Lead Yourself
yourself up,1,Lead Yourself
yourself up strategies,1,Lead Yourself
yourself valuable,1,How companies operate
yourself yourself,1,Lead Yourself
yourself yourself supervisor,1,Lead Yourself
youtube market video,1,Digital Marketing Youtube
zone manage,1,Attention To Details
